0.591868,0.591868,0.014176,0.161071,-0.031965,0.633068,-0.220946,0.827066544
0.014176,0.006792,0.001574,0.016947,0.000796,-0.000115,0.004971,0.000361167
0.161071,0.008862,0.003109,0.034275,0.00111,0.002983,0.006286,0.001312621
-0.031965,0.003284,-0.001633,0.001873,0.00246,-0.000413,0.009065,0.000105356
0.633068,0.018785,-0.004481,-0.028938,-0.015876,0.003901,-0.011401,0.001607611
-0.220946,0.002002,-0.004229,-0.007206,0.004628,0.000799,0.012038,0.000240789
0.006792,0.006062,-0.004093,-0.008287,0.005192,0.002469,0.014641,0.000369587
0.001574,0.00558,-0.003429,-0.000606,0.004876,-0.000967,0.013713,0.000256019
0.016947,0.007364,-0.002469,0.007672,0.004975,0.00026,0.014466,0.000353267
0.000796,0.019916,-0.007438,-0.063769,-0.011712,0.004965,-0.010195,0.004784216
-0.000115,0.011279,-0.006596,-0.062224,0.005155,0.000062,0.019548,0.004451251
0.004971,0.01068,-0.005997,-0.05673,0.004801,-0.002212,0.018164,0.003726193
0.008862,0.031637,0.00605,0.05523,0.018796,0.006462,-0.003063,0.004492284
0.003109,0.033113,0.003045,0.041733,0.002261,0.000426,0.04574,0.004944827
0.034275,0.019646,0.002656,0.032501,0.00069,0.003538,0.027597,0.002223923
0.00111,0.015039,0.010216,0.10303,0.019002,0.000702,0.009043,0.011389064
0.002983,0.007488,0.003762,0.038034,-0.006879,-0.007763,0.01117,0.001749162
0.006286,0.017053,0.003535,0.032987,0.001581,0.000797,0.022139,0.001884713
0.003284,0.005961,-0.000808,-0.013544,-0.003031,-0.006618,0.005051,0.000298124
-0.001633,0.024993,-0.004889,-0.036412,-0.016984,0.000033,0.035165,0.003499421
0.001873,0.005546,-0.003328,-0.044692,0,-0.01358,0,0.002223625
0.00246,0.002836,-0.000932,-0.018289,0,-0.006662,0,0.000387781
-0.000413,0.002534,-0.001048,-0.021935,0,-0.008139,0,0.000554907
0.009065,0.002339,-0.001049,-0.022701,0,-0.005159,0,0.000548522
0.018785,0.002097,-0.001078,-0.023902,0,-0.006427,0,0.000618171
-0.004481,0.001913,-0.001067,-0.02451,0,-0.001576,0,0.000608022
-0.028938,0.001663,-0.001096,-0.025742,0,-0.002763,0,0.000674252
-0.015876,0.001437,-0.001111,-0.026733,0,-0.001588,0,0.000720474
0.003901,0.02691,-0.010198,-0.1014,0,0.009671,0,0.011203636
-0.011401,0.012013,0.005904,0.078411,0,0.975266,0,0.957471225
0.002002,0.000296,-0.001139,-0.016394,0,0.002355,0,0.000275694
-0.004229,0.001739,-0.000294,-0.006421,0,0.000749,0,4.49008E-05
-0.007206,0.001758,-0.000345,-0.006653,0,0.002622,0,5.43469E-05
0.004628,0.004944,-0.006655,-0.085681,0,0.005825,0,0.007443897
0.000799,-0.001501,0.003721,0.058413,0,-0.00149,0,0.003430398
0.012038,-0.00194,0.003222,0.039953,0,0.00468,0,0.001632289
0.006062,-0.010234,-0.003723,-0.03785,0,-0.000518,0,0.001551486
-0.004093,0.002246,0.000144,0.027829,0,0.003704,0,0.000793238
-0.008287,0.003363,-0.004073,-0.02785,0,0.005175,0,0.000830302
0.005192,0.00182,0.000191,0.029142,0,0.000828,0,0.000853291
0.002469,0.002412,-0.002,0.001312,0,0.005197,0,3.85479E-05
0.014641,0.002103,-0.001546,0.007032,0,0.004049,0,7.26562E-05
0.00558,0.010448,-0.001914,0.010058,0,0.007325,0,0.000267643
-0.003429,0.040024,-0.003466,-0.001831,0,1.008257,0,1.018199464
-0.000606,-0.008243,0.004359,0.057993,0,-0.000509,0,0.003450395
0.004876,0.00202,0.001844,0.039334,0,0.0062,0,0.001593084
-0.000967,0.039655,-0.006502,-0.033199,0,1.041252,0,1.086922696
0.013713,-0.001902,0.003721,0.071939,0,0.002763,0,0.005200317
