0,0,0,0,0,0,0
0,0.597006,0.007701,0.118271,-0.035686,0.691904,-0.222776
0,0.611352,0.008941,0.130881,-0.038825,0.751879,-0.219909
0,0.628238,0.015328,0.183733,-0.038913,0.816607,-0.215541
0,0.639344,0.016762,0.202533,-0.037611,0.879087,-0.20833
0,0.668387,0.018029,0.198791,-0.05593,0.948202,-0.222789
0.597006,0.680267,0.019691,0.221131,-0.053644,1.015465,-0.213684
0.007701,0.695635,0.022025,0.251627,-0.050664,1.086018,-0.201813
0.118271,0.710072,0.024223,0.280799,-0.047878,1.154673,-0.190717
-0.035686,0.725374,0.027209,0.320811,-0.044862,1.226215,-0.178704
0.691904,0.752689,0.029006,0.35271,-0.056797,1.304325,-0.191977
-0.222776,0.77068,0.03102,0.380183,-0.051845,1.379529,-0.175239
0.611352,0.787437,0.033037,0.407502,-0.047228,1.454319,-0.159635
0.008941,0.826902,0.037181,0.442946,-0.022759,1.540915,-0.163036
0.130881,0.86422,0.039075,0.477485,-0.016408,1.626077,-0.117539
-0.038825,0.886501,0.041211,0.510665,-0.012582,1.717048,-0.090129
0.751879,0.903402,0.048305,0.589501,0.012267,1.805552,-0.079214
-0.219909,0.912287,0.049647,0.611007,0.010294,1.886924,-0.066473
0.628238,0.928591,0.054959,0.677343,0.017263,1.978516,-0.042259
0.015328,0.934267,0.053987,0.667879,0.016984,2.06336,-0.035165
0.183733,0.958793,0.051652,0.660343,0,2.159409,0
-0.038913,0.962321,0.04969,0.641426,0,2.242368,0
0.816607,0.963425,0.050389,0.653459,0,2.332332,0
-0.215541,0.96445,0.050992,0.662903,0,2.420909,0
0.639344,0.965511,0.051616,0.672671,0,2.512562,0
0.016762,0.966558,0.052233,0.682314,0,2.603039,0
0.202533,0.967662,0.052883,0.692485,0,2.698466,0
-0.037611,0.968753,0.053525,0.702523,0,2.792802,0
0.879087,0.96986,0.054177,0.712728,0,2.888413,0
-0.20833,0.959928,0.048136,0.618074,0,2.010061,0
0.668387,0.971971,0.055311,0.727992,0,3.082738,0
0.018029,0.972396,0.056166,0.726958,0,3.182543,0
0.198791,0.975824,0.055134,0.720232,0,3.28098,0
-0.05593,0.978474,0.054322,0.712979,0,3.381641,0
0.948202,0.984723,0.046542,0.611941,0,3.486004,0
-0.222789,0.98391,0.049748,0.65665,0,3.583052,0
0.680267,0.983901,0.054894,0.711329,0,3.686126,0
0.019691,0.973906,0.053239,0.680326,0,3.783185,0
0.221131,0.97659,0.055754,0.715399,0,3.884741,0
-0.053644,0.980709,0.053203,0.68596,0,3.988149,0
1.015465,0.983492,0.055082,0.712851,0,4.087491,0
-0.213684,0.987146,0.054324,0.706292,0,4.191549,0
0.695635,0.99077,0.053579,0.699864,0,4.294805,0
0.022025,0.96192,0.056696,0.731008,0,3.394072,0
0.251627,1.005474,0.050477,0.680518,0,4.502863,0
-0.050664,1.001096,0.050519,0.678625,0,4.602451,0
1.086018,0.965173,0.060294,0.774076,0,3.669584,0
-0.201813,1.008276,0.051587,0.69249,0,4.81168,0
0.710072,1.009809,0.054623,0.746713,0,4.915433,0
0.024223,1.04204,0.04587,0.646958,-0.05141,5.034785,-0.003222
0.280799,1.046131,0.040838,0.575294,-0.054438,5.142075,-0.004587
-0.047878,1.056643,0.03052,0.451705,-0.070724,5.250512,-0.008761
1.154673,1.067839,0.024182,0.367636,-0.087295,5.361741,-0.010814
-0.190717,1.091141,0.012179,0.251208,-0.151623,5.476933,-0.050736
0.725374,1.106056,0.008752,0.270785,-0.14588,5.590837,-0.053457
0.027209,1.116392,0.006025,0.284055,-0.140158,5.704669,-0.058753
0.320811,1.110416,0.015952,0.404967,-0.107663,5.809459,-0.077856
-0.044862,1.122045,0.009032,0.22611,-0.098723,5.929499,-0.117148
1.226215,1.143677,0.003342,0.170811,-0.092491,6.054872,-0.132806
-0.178704,1.156705,-0.000871,0.10451,-0.092249,6.18626,-0.151259
0.752689,1.164802,-0.004722,0.044423,-0.092651,6.32252,-0.168744
0.029006,1.174609,-0.00261,0.000236,-0.089051,6.467257,-0.18396
0.35271,1.183363,0.001203,-0.009898,-0.082361,6.612298,-0.192247
-0.056797,1.20752,0.006991,-0.013548,-0.076965,6.76175,-0.196885
1.304325,1.22917,0.013726,0.048196,-0.063437,6.920906,-0.202273
-0.191977,1.241025,0.020717,0.072392,-0.054603,7.077943,-0.204187
0.77068,1.249454,0.023932,0.097241,-0.03866,7.235967,-0.206766
0.03102,1.259682,0.031958,0.17013,-0.021463,7.398716,-0.202881
0.380183,1.278241,0.039681,0.254176,0.003192,7.542199,-0.192292
-0.051845,1.246833,0.046695,0.378492,0.005934,7.71534,-0.189171
1.379529,1.088256,0.012488,0.278395,-0.052377,7.844264,-0.172629
-0.175239,1.093993,0.01317,0.296764,-0.049981,7.924776,-0.166459
0.787437,1.084288,0.015109,0.302471,-0.048506,7.951874,-0.168569
0.033037,1.074947,0.018899,0.365718,-0.041958,8.09274,-0.176451
0.407502,1.105885,0.024,0.477321,-0.030666,8.135335,-0.126883
-0.047228,1.117007,0.025468,0.504571,-0.050188,8.243178,-0.110955
1.454319,1.196566,0.046564,0.903955,0.00679,8.353058,0.063091
-0.159635,1.226542,0.043449,0.90492,0.013048,8.411721,0.071285
0.826902,1.216925,0.043205,0.893088,0.011841,8.495132,0.066249
0.037181,1.230428,0.043623,0.916813,0.015892,8.616896,0.066939
0.442946,1.22682,0.043552,0.914211,0.016048,8.709914,0.0634
-0.022759,1.236991,0.043864,0.931854,0.019024,8.794004,0.064123
1.540915,1.237267,0.043894,0.934324,0.019764,8.863157,0.062357
-0.163036,1.237511,0.04392,0.936503,0.020417,8.924153,0.060799
0.86422,1.237962,0.043969,0.940534,0.021625,9.037006,0.057916
0.039075,1.238153,0.04399,0.94224,0.022137,9.084766,0.056696
0.477485,1.219686,0.043467,0.914393,0.01812,9.07272,0.051626
-0.016408,1.223829,0.043612,0.923194,0.019867,9.161249,0.05047
1.626077,1.224991,0.043683,0.928521,0.021304,9.282059,0.047582
-0.117539,1.235171,0.044011,0.947552,0.024737,9.412312,0.047075
0.886501,1.239985,0.044187,0.958599,0.02704,9.542726,0.044997
0.041211,1.131562,0.041207,0.778282,-0.017924,9.299112,0.017372
0.510665,1.241,0.044297,0.96767,0.029757,9.796647,0.03851
-0.012582,1.23038,0.027271,0.819792,-0.097531,9.934467,0.033518
1.717048,1.252787,0.030631,0.888552,-0.111628,10.067851,0.032001
-0.090129,1.265425,0.032366,0.904187,-0.106832,10.206554,0.024351
0.903402,1.27729,0.03051,0.873378,-0.100938,10.34472,0.016191
0.048305,1.28312,0.027446,0.876892,-0.084774,10.485542,0.029814
0.589501,1.288323,0.025575,0.838089,-0.077739,10.626644,0.021506
0.012267,1.290126,0.024192,0.790607,-0.072253,10.758867,0.008094
1.805552,1.296427,0.020859,0.732688,-0.066346,10.891232,-0.00736
-0.079214,1.304618,0.021712,0.757807,-0.079903,11.016926,-0.036689
0.912287,1.309828,0.022363,0.754761,-0.073237,11.141448,-0.054017
0.049647,0.914287,0.063175,0.747402,0.034316,11.123817,-0.112658
0.611007,0.927652,0.041858,0.514903,-0.058056,11.206368,-0.105761
0.010294,0.925365,0.070472,0.868764,0.05034,11.28806,-0.10228
1.886924,0.933495,0.062221,0.77239,0.041589,11.38821,-0.098135
-0.066473,0.93736,0.061366,0.762634,0.02272,11.483861,-0.106336
0.928591,0.944551,0.053897,0.674855,0.01496,11.585848,-0.10558
0.054959,0.951336,0.047414,0.598699,0.004782,11.686792,-0.105681
0.677343,0.957445,0.043293,0.550469,-0.013062,11.791952,-0.108247
0.017263,0.963592,0.039145,0.501928,-0.031021,11.897791,-0.110831
1.978516,0.966566,0.037137,0.478414,-0.039655,11.990168,-0.112081
-0.042259,0.967569,0.035,0.451495,-0.013306,12.080318,-0.112821
0.934267,0.970628,0.032089,0.416323,-0.005251,12.175258,-0.114292
0.053987,0.972416,0.029634,0.385959,0.014557,12.268356,-0.115316
0.667879,0.971674,0.029082,0.375461,0.041763,12.357214,-0.108149
0.016984,0.974157,0.028666,0.356842,0.051631,12.451018,-0.091111
2.06336,0.977658,0.026639,0.330294,0.050949,12.554187,-0.091022
-0.035165,0.981547,0.015434,0.202126,0.031411,12.652086,-0.083324
0.958793,0.984277,0.006659,0.093907,0.038871,12.750365,-0.091172
0.051652,1.589063,-0.001796,0.210519,0,13.150031,0
0.660343,1.586679,-0.001604,0.249863,0,13.242452,0
0,1.583142,-0.001319,0.308227,0,13.379553,0
2.159409,1.579679,-0.001039,0.365394,0,13.513843,0
0,1.576102,-0.00075,0.424429,0,13.652521,0
0.962321,1.57639,-0.000774,0.419677,0,13.796764,0
0.04969,1.577868,0.000431,0.431832,0,13.948605,0
0.641426,1.58084,0.002238,0.44939,0,14.098356,0
0,1.615854,0.003199,0.393281,0,14.213618,0
2.242368,1.635857,0.003972,0.600695,0,14.420991,0
0,1.628582,0.013541,1.01099,0,14.576139,0
0.963425,1.617023,0.013528,1.07186,0,14.730833,0
0.050389,,,,,,
0.653459,,,,,,
0,,,,,,
2.332332,,,,,,
0,,,,,,
0.96445,,,,,,
0.050992,,,,,,
0.662903,,,,,,
0,,,,,,
2.420909,,,,,,
0,,,,,,
0.965511,,,,,,
0.051616,,,,,,
0.672671,,,,,,
0,,,,,,
2.512562,,,,,,
0,,,,,,
0.966558,,,,,,
0.052233,,,,,,
0.682314,,,,,,
0,,,,,,
2.603039,,,,,,
0,,,,,,
0.967662,,,,,,
0.052883,,,,,,
0.692485,,,,,,
0,,,,,,
2.698466,,,,,,
0,,,,,,
